Time,P_load3,P_load4,const_0V,delta1,delta2,delta3,delta4,factor1,factor2,factor3,factor4,sigma1,sigma2,sigma3,sigma4
2.4046,114.555374,114.65799,0.0,1.0178355,1.5778701,3.5508866,8.169579,3.673675,0.0,1.6143316,0.0,4.6915107,1.5778701,5.1652184,8.169579
2.4048,114.5935,114.821686,0.0,9.442031,0.64041024,3.0829358,4.9690785,0.66527736,4.778659,0.0,1.4214251,8.776753,5.4190693,3.0829358,6.3905034
2.405,114.53413,114.92558,0.0,18.346405,2.6350257,1.2331122,16.607216,2.2575765,7.470066,4.9585633,0.0,20.603981,10.105092,6.1916757,16.607216
2.4052,114.432236,114.91146,0.0,13.3630495,1.405538,0.05873471,14.6173935,2.7423346,6.2018,6.0181026,0.0,16.105385,7.607338,6.0768375,14.6173935
2.4054,114.324554,114.78432,0.0,14.077413,9.977476,0.51277393,2.8348455,1.7591155,0.0,3.8567374,3.8004327,12.318297,9.977476,4.369511,6.635278
2.4056,114.255,114.662445,0.0,26.280472,8.7041445,3.4875968,12.721548,1.3096743,4.138427,0.0,2.8403726,24.970797,12.842571,3.4875968,15.561921
2.4058,114.25427,114.58849,0.0,21.167269,3.8187647,9.304368,15.290467,0.37254897,10.220433,0.0,0.8110255,20.79472,14.039198,9.304368,16.101494
2.406,114.44235,114.58637,0.0,11.798197,2.3383474,1.8275474,15.261772,2.9863214,5.5753226,6.5563097,0.0,14.784518,7.91367,8.383857,15.261772
2.4062,114.65658,114.712074,0.0,2.053921,3.242216,2.7599933,7.872277,3.2460208,0.0,3.1227841,0.0,5.299942,3.242216,5.882777,7.872277
2.4064,114.78245,114.91857,0.0,13.622977,3.0518632,3.908992,4.888092,1.7268012,4.074495,0.0,3.7282481,11.896175,7.126358,3.908992,8.61634
2.4066,114.7942,115.08871,0.0,22.331028,3.0317142,3.342654,17.023933,1.1779109,9.337826,2.5897887,0.0,23.508938,12.36954,5.9324427,17.023933
2.4068,114.71855,115.1636,0.0,14.561976,2.7141013,2.7208278,17.69052,3.1527126,7.002052,6.9163117,0.0,17.71469,9.716153,9.63714,17.69052
2.407,114.58176,115.110054,0.0,8.728149,8.936848,1.1386219,5.4625897,2.1466587,0.0,6.7266226,0.0,6.58149,8.936848,7.865245,5.4625897
2.4072,114.44541,114.93306,0.0,18.680565,3.956509,6.16542,5.686814,2.917699,5.9402084,0.0,6.309038,15.762866,9.896717,6.16542,11.9958515
2.4074,114.46929,114.74538,0.0,16.185728,0.7046156,2.9607773,13.820121,1.3020684,8.805846,2.8448348,0.0,17.487797,9.510462,5.805612,13.820121
2.4076,114.55855,114.70561,0.0,5.538305,4.378794,1.0616632,12.16708,3.261255,0.4726396,7.1308966,0.0,8.79956,4.8514338,8.19256,12.16708
2.4078,114.60289,114.76497,0.0,2.3325214,1.4514251,2.02082,3.3528724,0.12259038,0.0,0.6191289,0.0,2.209931,1.4514251,2.6399488,3.3528724
2.408,114.54995,114.85159,0.0,11.051446,2.1024275,0.8563411,8.7972975,0.88008285,3.7727728,1.9519182,0.0,11.931529,5.8752003,2.8082595,8.7972975
2.4082,114.44146,114.875496,0.0,20.441446,4.447809,0.14112663,18.390398,2.7153199,6.2921414,5.9454775,0.0,23.156767,10.739951,6.086604,18.390398
2.4084,114.379265,114.79003,0.0,13.4695835,2.404901,4.767823,11.921199,0.80794406,6.5674996,1.7771806,0.0,14.277528,8.972401,6.545004,11.921199
2.4086,114.31998,114.70779,0.0,19.589933,17.121248,5.0415907,6.9620867,0.4715129,0.0,1.066276,1.0170698,19.11842,17.121248,6.107867,7.9791565
2.4088,114.21231,114.66886,0.0,32.695896,6.5295005,8.663706,14.371436,2.9891381,10.890003,0.0,6.525462,29.706758,17.419504,8.663706,20.896898
2.409,114.3142,114.636185,0.0,27.999556,5.228489,12.513175,19.986029,0.6163279,13.376918,0.0,1.353805,27.383228,18.605406,12.513175,21.339834
2.4092,114.62642,114.663315,0.0,19.587065,0.38804868,1.2277128,23.183407,4.4873004,11.556321,9.861901,0.0,24.074364,11.94437,11.089614,23.183407
2.4094,114.86702,114.84006,0.0,8.458127,0.5488306,2.339258,14.297595,4.119729,4.379283,4.343083,0.0,12.577856,4.928114,6.682341,14.297595
2.4096,114.9752,115.10069,0.0,3.605523,3.6339414,1.3521712,1.2883967,0.01771533,0.0,0.04419724,0.0,3.587808,3.6339414,1.3963685,1.2883967
2.4098,114.986015,115.28577,0.0,10.538628,0.7275607,0.8654156,13.715184,3.1774652,5.312497,5.215828,0.0,13.716093,6.040058,6.0812435,13.715184
2.41,114.91983,115.349464,0.0,18.049023,1.0632068,0.33193302,21.692572,4.5528407,9.385696,9.302315,0.0,22.601862,10.448903,9.634248,21.692572
2.4102,114.78556,115.28306,0.0,24.91215,1.5967246,1.8879335,25.286581,4.0784125,12.80307,8.94915,0.0,28.990562,14.399795,10.837083,25.286581
2.4104,114.61692,115.093025,0.0,28.22174,3.502711,4.3741508,21.744555,1.5651617,12.293476,3.4518914,0.0,29.786901,15.796187,7.826042,21.744555
2.4106,114.47534,114.8433,0.0,2.2793941,12.851063,9.47207,0.3817985,3.8565726,0.0,0.0,2.5098908,6.135967,12.851063,9.47207,2.8916893
2.4108,114.26491,114.69265,0.0,28.964071,11.902269,1.8202707,14.158221,0.9939068,1.4501184,0.0,2.1628647,27.970165,13.352387,1.8202707,16.321085
2.411,114.22964,114.64763,0.0,31.757648,0.0879726,11.332312,18.439548,1.7603743,18.965445,0.0,3.8493507,29.997274,19.053417,11.332312,22.2889
2.4112,114.452324,114.626236,0.0,20.12697,8.283946,8.4702,22.63895,2.7932484,6.635336,6.180157,0.0,22.92022,14.919282,14.650356,22.63895
2.4114,114.83724,114.72689,0.0,8.954515,0.7075656,5.8768077,21.496727,7.409979,4.480964,4.4872494,0.0,16.364494,5.18853,10.364058,21.496727
2.4116,115.08141,115.02164,0.0,3.3697484,2.3965666,7.4568644,6.053323,1.8611157,0.41287532,0.0,0.0,1.5086327,2.809442,7.4568644,6.053323
2.4118,115.15987,115.36317,0.0,16.472433,3.8707476,0.67068416,13.440442,1.5285231,4.698618,3.3354547,0.0,18.000956,8.5693655,4.006139,13.440442
2.412,115.16155,115.60322,0.0,23.686483,1.5466621,0.38152507,26.771973,5.157769,12.131303,11.268219,0.0,28.844254,13.677965,11.649744,26.771973
2.4122,115.10493,115.693726,0.0,30.668621,1.1351703,1.9173003,33.39111,5.9406447,16.89236,12.992077,0.0,36.60927,18.02753,14.909377,33.39111
2.4124,114.99299,115.63431,0.0,26.699339,1.3341101,3.990837,28.430958,4.477489,15.211921,9.8149605,0.0,31.176828,16.54603,13.805798,28.430958
2.4126,114.82771,115.44243,0.0,0.3379357,9.553122,3.766823,8.580251,8.6304245,0.0,5.463038,0.0,8.96836,9.553122,9.229861,8.580251
2.4128,114.64461,115.14358,0.0,16.272219,5.463834,1.2241259,9.621856,0.010236234,2.4504342,0.0,0.0,16.282455,7.914268,1.2241259,9.621856
2.413,114.609,114.803055,0.0,17.669067,0.81766677,0.14053681,24.235144,5.5294747,10.103618,11.767583,0.0,23.198542,10.921285,11.908119,24.235144
2.4132,114.649086,114.689,0.0,11.066115,5.6161947,0.38253695,23.896973,6.8390937,2.9667823,14.181038,0.0,17.905209,8.582976,14.563575,23.896973
2.4134,114.75422,114.7865,0.0,1.926543,3.3282995,2.8519638,13.419342,6.3494067,0.0,5.7370944,0.0,8.2759495,3.3282995,8.589058,13.419342
2.4136,114.76726,114.96141,0.0,5.9288874,1.1646379,3.3676846,2.8471558,0.79298747,2.74342,0.0,1.6897682,5.1359,3.9080577,3.3676846,4.536924
2.4138,114.68196,115.09205,0.0,17.279375,2.4935195,0.15715417,18.027554,3.2832108,6.992669,6.8864784,0.0,20.562586,9.486189,7.043633,18.027554
2.414,114.53861,115.091255,0.0,28.065334,6.667615,1.0401291,26.721142,4.512861,7.9067273,7.814667,0.0,32.578194,14.574342,8.854796,26.721142
2.4142,114.43481,114.95496,0.0,14.9500265,3.2626698,4.734005,15.23936,1.7662772,6.9091787,3.8817937,0.0,16.716305,10.171848,8.615799,15.23936
2.4144,114.31954,114.7263,0.0,25.390915,19.583588,6.0314546,12.302521,0.5285907,0.0,0.0,0.0,25.919506,19.583588,6.0314546,12.302521
2.4146,114.15694,114.593056,0.0,41.995914,6.790909,9.9442835,23.345728,1.7586789,16.127655,0.0,3.8402824,40.237236,22.918562,9.9442835,27.18601
2.4148,114.218056,114.52897,0.0,38.76941,6.966259,16.474958,28.934927,0.20870763,18.706316,0.0,0.46755165,38.560703,25.672575,16.474958,29.40248
2.415,114.53596,114.54141,0.0,31.021534,0.5725941,4.3832574,31.96864,4.843008,18.319416,10.665914,0.0,35.86454,18.892012,15.0491705,31.96864
2.4152,114.87293,114.75691,0.0,17.496319,2.967543,2.3680701,21.948048,5.149131,6.591147,6.5524716,0.0,22.64545,9.55869,8.920542,21.948048
2.4154,115.04984,115.10458,0.0,2.8763106,0.057164617,0.7343715,2.098025,0.071604416,1.6837667,0.17412688,0.0,2.947915,1.7409313,0.90849835,2.098025
2.4156,115.10883,115.38152,0.0,11.398855,7.0451937,5.7843847,14.176065,4.0929055,0.0,0.0,0.0,15.49176,7.0451937,5.7843847,14.176065
2.4158,115.113914,115.532104,0.0,17.461777,1.1839802,1.5854839,23.147942,5.4584265,8.865002,8.751802,0.0,22.920202,10.048982,10.337286,23.147942
2.416,115.04591,115.54544,0.0,23.776602,0.72886235,1.9664321,27.44999,5.117583,13.771076,11.202741,0.0,28.894184,14.499938,13.169173,27.44999
2.4162,114.90026,115.4279,0.0,30.395155,0.24611947,5.0314746,28.413944,3.5340834,17.91071,7.768364,0.0,33.929237,18.15683,12.799838,28.413944
2.4164,114.68128,115.19348,0.0,33.125717,2.3952882,6.9946704,24.59792,1.135985,16.700037,2.5521898,0.0,34.261703,19.095325,9.54686,24.59792
2.4166,114.42192,114.86455,0.0,7.177967,6.743681,8.104468,4.404572,1.201632,0.0,0.0,3.054668,5.976335,6.743681,8.104468,7.45924
2.4168,114.210266,114.606895,0.0,21.496618,11.724139,2.9524796,14.093065,1.4328308,0.0,0.0,0.0,22.92945,11.724139,2.9524796,14.093065
2.417,114.16314,114.50576,0.0,24.41302,0.9305666,6.5156736,20.006474,1.2766296,14.053687,2.8028696,0.0,25.689648,14.984254,9.318543,20.006474
2.4172,114.33131,114.50282,0.0,16.854088,4.6532903,4.029179,21.242254,3.7896092,7.0834923,8.3197,0.0,20.643696,11.736783,12.348879,21.242254
2.4174,114.54266,114.59667,0.0,6.4314857,3.3799226,1.1529305,15.813462,4.8850327,1.6653959,8.407437,0.0,11.316518,5.0453186,9.560368,15.813462
2.4176,114.734795,114.81044,0.0,3.9424906,2.0617135,6.073951,3.366282,3.2542336,0.95592546,0.0,0.3047604,0.688257,3.017639,6.073951,3.6710422
2.4178,114.79166,115.04989,0.0,16.237082,0.97322905,3.239741,12.824703,0.8704132,8.423371,1.9087478,0.0,17.107494,9.396601,5.148489,12.824703
2.418,114.75401,115.19681,0.0,26.610184,3.7671218,1.5417091,24.746105,3.5660784,10.931278,7.8072863,0.0,30.176262,14.6984,9.348995,24.746105
2.4182,114.660545,115.21031,0.0,30.494427,4.9423833,1.7906268,27.32037,3.6767843,11.741939,8.059968,0.0,34.17121,16.684322,9.8505945,27.32037
2.4184,114.520386,115.091866,0.0,0.7298506,12.923127,5.4578466,9.399974,10.223526,0.0,5.9010034,0.0,10.953377,12.923127,11.3588505,9.399974
2.4186,114.34119,114.85759,0.0,23.85476,10.855933,1.6846007,9.602587,1.6575423,0.0,0.28085777,3.5505216,22.197216,10.855933,1.9654585,13.153109
2.4188,114.336624,114.6374,0.0,24.671158,1.7344646,6.1977925,22.28731,2.1403108,13.68405,4.697131,0.0,26.811468,15.418514,10.894924,22.28731
2.419,114.47033,114.56869,0.0,19.184023,3.9412026,2.9640865,25.078245,4.9646335,8.951933,10.876197,0.0,24.148657,12.893135,13.840283,25.078245
2.4192,114.62915,114.67213,0.0,10.730822,1.9247729,0.25458083,17.304474,4.388341,5.219177,9.082617,0.0,15.1191635,7.14395,9.337198,17.304474
2.4194,114.67905,114.852264,0.0,1.5926731,1.8206098,1.1934354,2.7868028,0.7931006,0.0,1.0958483,0.0,2.3857737,1.8206098,2.2892838,2.7868028
2.4196,114.66334,114.97555,0.0,8.393809,2.6573436,1.7576368,9.600781,2.2361648,1.440794,1.3797542,0.0,10.629974,4.098138,3.137391,9.600781
2.4198,114.609474,114.98729,0.0,17.984713,2.3812895,0.9979082,16.886559,2.49467,7.57067,5.471077,0.0,20.479383,9.95196,6.468985,16.886559
2.42,114.505486,114.89429,0.0,27.994804,5.078299,3.5858374,20.376446,1.250007,9.995107,2.753654,0.0,29.244812,15.073405,6.3394914,20.376446
2.4202,114.40033,114.770546,0.0,21.358307,0.40751034,7.150653,14.104069,0.461335,12.630939,0.0,1.0540334,20.89697,13.038448,7.150653,15.158102
2.4204,114.23152,114.653244,0.0,13.548058,12.452024,3.5449066,3.8938632,0.6580134,0.0,1.4748596,1.4146132,12.890044,12.452024,5.0197663,5.3084764
2.4206,114.132545,114.59082,0.0,31.38197,9.911123,5.279042,13.823222,2.2875886,5.5891848,0.0,4.987864,29.094381,15.500308,5.279042,18.811087
2.4208,114.149605,114.53465,0.0,29.088608,2.8576672,12.198734,18.21037,1.4586201,15.603783,0.0,3.1834319,27.629988,18.461449,12.198734,21.393803
2.421,114.37115,114.523445,0.0,20.198969,2.1825447,4.4601736,20.671831,2.788858,10.740652,6.162206,0.0,22.987827,12.923197,10.622379,20.671831
2.4212,114.64106,114.64918,0.0,7.301976,0.09913435,2.6408365,14.494979,4.486148,4.363561,4.547427,0.0,11.788124,4.4626956,7.188264,14.494979
2.4214,114.775116,114.87521,0.0,4.6652346,0.5319799,2.6774657,0.037303757,1.5006225,2.062486,0.0,3.1416812,3.164612,2.5944657,2.6774657,3.178985
2.4216,114.79562,115.07637,0.0,16.82661,6.1179633,1.285103,13.922173,2.0197093,1.8971492,1.8474072,0.0,18.84632,8.015113,3.1325102,13.922173
2.4218,114.7498,115.16479,0.0,22.141594,1.498924,1.7783841,22.111244,3.4567308,11.256523,7.5706773,0.0,25.598324,12.755447,9.349061,22.111244
2.422,114.628395,115.12655,0.0,27.725964,0.5544541,4.1058393,26.268013,3.442562,15.885206,7.562512,0.0,31.168526,16.439661,11.668351,26.268013
2.4222,114.4291,114.964355,0.0,24.760687,1.7255943,5.9265633,22.78872,2.384038,13.765953,5.272642,0.0,27.144724,15.491548,11.199205,22.78872
2.4224,114.23907,114.70743,0.0,0.25356674,9.368203,6.136065,2.9467542,5.867271,0.0,0.07784291,0.046681125,6.1208377,9.368203,6.2139077,2.9934354
2.4226,114.10302,114.534355,0.0,16.555145,5.536014,1.0346888,10.135238,0.2063354,2.514551,0.4133563,0.0,16.76148,8.050565,1.4480451,10.135238
2.4228,114.091934,114.44319,0.0,16.811644,3.1390135,5.807134,15.327022,1.2150352,8.039289,2.677157,0.0,18.02668,11.178303,8.484291,15.327022
2.423,114.276085,114.44251,0.0,10.12696,0.9667166,0.9334525,16.18984,4.205977,5.470888,7.3548956,0.0,14.332937,6.437605,8.288348,16.18984
2.4232,114.460815,114.56348,0.0,1.6588088,1.8111331,4.031167,8.575845,3.2916136,0.0,1.4917233,0.0,4.9504223,1.8111331,5.52289,8.575845
2.4234,114.532646,114.74357,0.0,12.858421,4.637432,2.2997735,4.419632,1.4442607,1.4920903,0.0,3.1104243,11.414161,6.1295223,2.2997735,7.5300565
2.4236,114.5135,114.889496,0.0,19.668983,1.8370001,2.910385,16.294588,1.5431021,9.318899,3.3880706,0.0,21.212086,11.155899,6.298455,16.294588
2.4238,114.42698,114.91931,0.0,23.236988,0.8279337,3.4349647,21.560476,2.6983836,12.865787,5.925559,0.0,25.935371,13.693721,9.360524,21.560476
2.424,114.30731,114.8255,0.0,3.4368145,6.3924155,3.1196592,8.762992,4.2061486,0.0,4.418151,0.0,7.642963,6.3924155,7.53781,8.762992
2.4242,114.22273,114.65841,0.0,18.087898,8.490311,0.12463645,9.0753145,0.3461594,0.0,0.5425416,0.71997017,17.74174,8.490311,0.6671781,9.795284
2.4244,114.202065,114.554436,0.0,23.074062,1.4723136,5.273396,16.878304,0.59903437,11.90529,1.3272712,0.0,23.673096,13.377604,6.600667,16.878304
2.4246,114.36282,114.55829,0.0,17.651892,0.680432,1.7134221,18.024666,2.8383896,9.718678,6.22796,0.0,20.49028,10.399111,7.941382,18.024666
2.4248,114.49417,114.651184,0.0,6.021313,5.278786,2.5711439,11.283234,2.5460944,0.15729852,5.571621,0.0,8.567408,5.4360847,8.142765,11.283234
2.425,114.62239,114.780396,0.0,2.712419,0.7663817,2.3885956,2.468306,1.2648153,0.5539704,0.0,0.0,1.4476037,1.3203521,2.3885956,2.468306
2.4252,114.68416,114.93114,0.0,12.964411,0.20677942,3.6521702,9.058145,0.0514639,7.476151,0.12223545,0.0,13.015875,7.6829305,3.7744057,9.058145
2.4254,114.63214,115.00376,0.0,21.935009,1.3379904,3.548719,18.81503,1.914533,11.363135,4.212684,0.0,23.84954,12.701126,7.761403,18.81503
2.4256,114.49919,114.96214,0.0,25.845385,2.305269,3.6191745,22.048424,2.3096375,12.4449835,5.0829916,0.0,28.155022,14.750253,8.702166,22.048424
2.4258,114.35151,114.83512,0.0,0.6651401,8.292629,3.9217038,6.7375937,6.7776055,0.0,3.6672804,0.0,7.4427457,8.292629,7.588984,6.7375937
2.426,114.171844,114.68989,0.0,26.987288,11.142471,3.6032596,9.446115,2.714103,1.2681994,0.0,5.8904166,24.273186,12.410671,3.6032596,15.336531
2.4262,114.10277,114.5588,0.0,31.858889,0.6693182,12.114883,18.400867,1.9485922,18.711397,0.0,4.2379766,29.910295,19.380716,12.114883,22.638844
2.4264,114.28532,114.48758,0.0,25.743729,1.8040736,6.021938,24.041798,2.6160076,14.303404,5.777019,0.0,28.359735,16.107477,11.798957,24.041798
2.4266,114.614494,114.58659,0.0,11.6169815,0.7402697,2.590422,20.871769,5.99599,6.5327725,7.9754744,0.0,17.612972,7.273042,10.565896,20.871769
2.4268,114.86655,114.85628,0.0,1.4918836,1.8729186,6.056654,6.5944633,0.9905499,0.0,0.0,0.0,2.4824336,1.8729186,6.056654,6.5944633
2.427,114.97085,115.17181,0.0,14.799454,2.2196822,1.9789046,11.42304,0.8694615,5.8926535,1.8938534,0.0,15.668915,8.112335,3.872758,11.42304
2.4272,114.98241,115.37997,0.0,25.251783,5.632752,0.40743685,23.767982,3.8386312,7.6206255,7.572842,0.0,29.090414,13.253378,7.980279,23.767982
2.4274,114.93797,115.45391,0.0,30.170063,1.4296165,3.3976665,29.362997,4.2337394,16.186073,9.2653,0.0,34.403805,17.61569,12.662967,29.362997
2.4276,114.82289,115.39136,0.0,20.077063,5.4218445,5.9645853,22.818296,3.3492,8.532821,7.357409,0.0,23.426262,13.954665,13.321995,22.818296
2.4278,114.634865,115.20438,0.0,5.8844023,11.108267,2.9213808,4.8068886,1.6879131,0.0,5.5295873,0.0,7.572315,11.108267,8.450968,4.8068886
2.428,114.45828,114.91573,0.0,14.70626,0.83424115,5.069378,10.412313,0.086304896,8.276593,0.0,0.12041317,14.619955,9.110834,5.069378,10.532727
2.4282,114.46968,114.67913,0.0,14.995524,2.0476274,1.082703,20.459436,4.429302,7.691234,9.664735,0.0,19.424828,9.738861,10.7474375,20.459436
2.4284,114.54273,114.64369,0.0,8.402276,2.4299645,1.4305122,17.448952,5.144347,3.484813,8.370222,0.0,13.546623,5.9147778,9.8007345,17.448952
2.4286,114.55964,114.746544,0.0,0.20907578,2.4607158,0.6076763,4.969099,3.4146729,0.0,3.2379916,0.0,3.6237485,2.4607158,3.8456678,4.969099
2.4288,114.51979,114.845634,0.0,10.963035,5.086026,1.1673952,7.8125725,0.9090099,0.0,0.0,0.0,11.872045,5.086026,1.1673952,7.8125725
2.429,114.5024,114.8803,0.0,22.356539,5.41793,1.8512791,15.963401,1.0677543,6.142683,2.3529325,0.0,23.424294,11.560613,4.2042117,15.963401
2.4292,114.406586,114.81344,0.0,17.90172,3.572488,7.095319,14.8029175,0.5469395,8.410948,1.2350297,0.0,18.44866,11.983436,8.330348,14.8029175
2.4294,114.24037,114.71661,0.0,7.7543616,11.065809,3.1105068,2.0124056,1.6980234,0.0,3.9390254,0.0,6.0563383,11.065809,7.049532,2.0124056
2.4296,114.098915,114.627686,0.0,23.594584,6.228963,6.3861613,7.691382,3.2007017,5.818306,0.0,6.9678206,20.393883,12.047269,6.3861613,14.659203
2.4298,114.10947,114.51682,0.0,21.83749,4.8318443,10.566798,15.288951,0.7505795,9.934056,0.0,1.6284734,21.086912,14.765901,10.566798,16.917425
2.43,114.35316,114.4641,0.0,14.042733,2.0441692,0.24231985,20.678576,4.871435,7.124263,10.705722,0.0,18.91417,9.168432,10.948042,20.678576
2.4302,114.63434,114.61251,0.0,3.543024,4.0681763,8.213355,13.602501,5.984775,0.0,0.0,0.0,9.527799,4.0681763,8.213355,13.602501
2.4304,114.76801,114.900734,0.0,11.581371,3.412851,2.93268,3.661816,1.5908232,2.3736382,0.0,3.4074829,9.990548,5.7864895,2.93268,7.0692987
2.4306,114.803314,115.13382,0.0,22.425346,6.8593345,0.106427506,17.604301,2.024988,4.275339,4.211622,0.0,24.450335,11.134673,4.31805,17.604301
2.4308,114.77813,115.246,0.0,23.024668,1.5708119,4.1981926,23.64038,3.3849308,12.789157,7.411187,0.0,26.4096,14.359968,11.60938,23.64038
2.431,114.67311,115.22618,0.0,6.7530465,9.337598,4.068363,15.834579,5.9611163,0.0,8.405588,0.0,12.714163,9.337598,12.473951,15.834579
2.4312,114.50572,115.07894,0.0,6.695661,6.3586726,1.615417,4.7871895,1.5737736,0.0,4.5241647,0.0,5.1218877,6.3586726,6.1395817,4.7871895
2.4314,114.353905,114.8209,0.0,7.7289767,4.759889,6.3875895,5.441902,0.7758369,1.5123209,0.0,1.6173373,6.95314,6.2722096,6.3875895,7.0592394
2.4316,114.391235,114.598465,0.0,4.5976486,1.7659336,2.2902315,13.152047,4.4507475,1.6262958,5.153356,0.0,9.048396,3.3922293,7.4435873,13.152047
2.4318,114.45841,114.57706,0.0,3.781672,0.31343085,6.4867187,8.284451,0.13814095,1.8028849,0.0,0.0,3.919813,2.1163158,6.4867187,8.284451
2.432,114.39808,114.67682,0.0,13.860421,5.04176,1.8608447,5.805044,1.0385878,1.5468488,0.0,2.2467866,12.821834,6.5886087,1.8608447,8.05183
2.4322,114.28733,114.73811,0.0,17.747946,5.6950054,0.5574852,14.417626,1.8716735,3.0655823,2.986571,0.0,19.61962,8.760588,3.5440564,14.417626
2.4324,114.241425,114.68917,0.0,11.057921,12.490703,3.7509634,1.0560578,1.1785417,0.0,2.5795379,2.5521438,9.87938,12.490703,6.330501,3.6082015
2.4326,114.21072,114.63891,0.0,29.620077,10.486244,3.5632765,13.829483,1.5865229,3.7312598,0.0,3.463768,28.033554,14.217504,3.5632765,17.293251
2.4328,114.26184,114.60862,0.0,29.19621,2.0136297,10.76202,19.683992,0.6426869,16.217995,0.0,1.4211068,28.553524,18.231625,10.76202,21.105099
2.433,114.52048,114.639336,0.0,22.846384,0.5618173,2.9504173,22.487732,3.2173615,13.016721,7.0886993,0.0,26.063745,13.578539,10.039116,22.487732
2.4332,114.75906,114.79148,0.0,11.453594,0.2746203,0.21667314,15.361564,3.4970293,6.7308197,7.232995,0.0,14.9506235,7.0054398,7.4496684,15.361564
2.4334,114.885735,115.02562,0.0,0.8172225,4.5675063,2.4295514,1.672331,2.2592268,0.0,0.79047173,0.0,3.0764492,4.5675063,3.2200232,1.672331
2.4336,114.93025,115.19371,0.0,8.881151,3.0005283,1.5300719,9.248397,1.951104,1.280048,1.201182,0.0,10.832255,4.280576,2.7312539,9.248397
2.4338,114.89273,115.253525,0.0,14.168268,1.4480522,1.8262695,16.71031,3.0621293,7.521819,6.7107058,0.0,17.230398,8.9698715,8.536975,16.71031
2.434,114.76754,115.196075,0.0,23.301918,4.054973,0.9225463,21.124557,3.011615,8.545669,6.6190643,0.0,26.313532,12.600642,7.5416107,21.124557
